IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,aicomfort,aitrust,treatment,statement,statementtotaltime,statementnumberclicks,cointasktimer,tasktimer_Click Count,heads,modalflips,expectedlied,expectedshirk,justifylie,risktolerance,liesonprolific,liessignificantother,liesdatingapps,liesontaxes,liedoncointask,qualtricsID,prolificid,Reviewed at,Time taken,Totalprolificapprovals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,session,Submission id
181.46.137.39,1026,3/28/26 13:35,R_5IXYnopY8RG4Oez,-34.719,-58.2997,EN,82,62,t3,"I confirm I will carry out the coin-flipping task as instructed, perform ten flips, and record the results truthfully.",379.465,11,68.551,1,5,6,30,21,"i dont think is justifiable, is something really easy to do, im guessing the only reason for not doing it is beacause this person lives alone and doesnt have a single coin on the house",41,30,20,63,8,2,R_5IXYnopY8RG4Oez,6978aa5b43e7ca2e0cda829,2026-03-28T19:23:33.945000Z,624,110,36,Male,White,United States,United States,United States,English,No,Full-Time,5,69c941781bbd062a0fc842d5
50.159.169.226,504,3/28/26 15:56,R_6RaqZ6PEnua0sVU,36.2709,-115.28,EN,77,84,t3,"I report my true number of heads from the ten coin flips I performed, honestly and without adjustment or withholding, recognizing that misreporting would violate the study's integrity and my own ethical obligations.",36.247,5,68.624,3,5,9,78,23,It would not be justifiable in any case. It would be lying and providing bad data. It should be reviewed manually and reported fairly to the researchers. It would not be fair to them because it would result in fake bonusing.,20,14,7,88,13,2,R_6RaqZ6PEnua0sVU,63d42902a85ae3e7b4920266,2026-03-28T19:22:46.215000Z,420,58,22,Male,White,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking),3,69c82f595df4b0927656ee6e
129.137.96.12,471,3/28/26 13:18,R_31HHP47uWNxkmv9,39.1256,-84.5127,EN,80,60,t3,I vow to truthfully report the results from flipping a coing ten times. I understand misreporting is unethical and undermines the study's integrity.,108.03,7,69.704,1,5,6,60,55,I dont think that misreporting results from this experiment would be ethical under any circumstances. We clearly agreed to a vow of integrity when we came up with our own for the experiment. Misreporting stats to increase the payment recieved is not an ethical thing to do.,30,20,2,25,35,2,R_31HHP47uWNxkmv9,69643bc4f2e18716cdf313cd,2026-03-29T02:03:55.149000Z,1749,23,25,Male,Mixed,Spain,Spain,Spain,Spanish,Yes,Full-Time,6,69c880b71633e581931cbb9a
157.49.239.182,650,3/28/26 19:32,R_9AEAuBwnc8txxPP,9.919,78.1195,EN,90,70,t3,"I will report the number of heads I actually observed in my 10 coin flips, honestly and fully, and I will not misrepresent the results or fabricate data for any incentive.",115.005,10,70.018,2,5,5,20,30,None. It is a simple task required for the study. So misrepresenting is unjustifiable at any circumstances,55,0,5,0,0,2,R_9AEAuBwnc8txxPP,663378460f834e9670d1508c,2026-03-29T01:51:25.787000Z,1213,190,36,Female,Other,Cuba,Canada,Canada,Spanish,No,Full-Time,3,69c83eaa21efa30ab68e13b5
73.163.138.253,1288,3/28/26 13:46,R_3oQH85zGUTjMORs,39.3248,-76.6062,EN,66,54,t3,"I pledge to report honestly the number of heads I observe, trusting that truthful participation sustains fairness and the value of this group task. And, I duly commit to truthful reporting of my flip results: honoring the task’s rules, and the integrity of this study, for everyone involved. Amen.",463.511,9,72.694,1,5,5,16,26,"you really want me to try *justifying*, how mis-reporting could be justified, in *this* context. :-). meanwhile: incidentally, with your being so worried about our using AI, to 'cheat' you.. ..meanwhile, the base, dollar stipend that i am being paid for this task, already has fallen into the Below Adequate-Compensation territory but, even going beyond that: an argument could be made, that you have no way of verifying, for yourself, whenever someone *does* happen to be that rare unicorn, who made the 10 consecutive head flips it could happen but seemingly, you would motion to discredit them as 'a cheater' anyway so.. ..this becomes a Logic Trap",50,0,1,1,0,2,R_3oQH85zGUTjMORs,5fa4c21a04bc5912180291bc,2026-03-28T19:25:21.792000Z,1022,50,22,Male,White,Colombia,Colombia,Colombia,Spanish,Yes,Part-Time,6,69c87e643543635f0bad6a14
35.24.174.54,384,3/28/26 14:09,R_1dOWHQb95imnb57,46.5435,-87.3954,EN,59,62,t3,"I will report the exact number of heads I observed in my ten coin flips, truthfully and fully, and I will not misreport, fabricate results, or shirk the task.",51.011,2,73.267,3,5,4,41,74,Misreporting could be justified if a flip was done improperly (flipping and dropping it) and the person counted it.,30,19,1,1,1,2,R_1dOWHQb95imnb57,69a593eb5e41abac3b0728d7,2026-03-29T01:30:35.371000Z,342,8,22,Female,Asian,Japan,Japan,Japan,Japanese,Yes,Part-Time,3,69c82619678d9be38fa5503a
70.26.174.174,1068,3/28/26 19:48,R_7D1uKAxEXX4W7dK,42.5921,-82.387,EN,90,60,t3,"I vow to report my results truthfully to the best of my ability, recognizing this is voluntary and that researchers deserve honest effort and respectful participation. I will not misreport or neglect the task.",493.896,4,73.593,1,5,5,60,80,"Misreporting is not justifiable in any paid task. Especially in such a small task as this, where it is clear that this is a study meant for a reason. However, I understand that this is what this entire study is about. Very interesting. Thank you for inviting me. I hope I have contributed positively.",30,1,2,1,5,2,R_7D1uKAxEXX4W7dK,69306d791138d98b65f1ba40,2026-03-28T19:38:27.151000Z,1743,76,53,Male,Asian,China,Canada,Canada,Chinese,No,Other,5,69c943b99c24c829fb2422dd
194.58.25.2,1402,3/28/26 13:32,R_2rHadhxyLmC7rgu,45.6462,11.7851,EN,71,81,t3,"I commit to reporting truthful and precise counts of my heads, rejecting deceptive incentives and the temptation to lie, so the data reflect reality and respect the integrity of the experiment.",382.442,7,74.381,1,5,6,76,82,I think misreporting can be justifiable only if the average of heads reported is between 5 and 6 or 7. I think there is no need of lying in this game and the best thing to do is telling the truth. I think that all the report between 3 and 5 are truthful,64,23,13,24,36,2,R_2rHadhxyLmC7rgu,6977a95b9c55f6dd316d674f,2026-03-29T15:01:15.288000Z,708,211,58,Female,Asian,China,United Kingdom,China,Chinese,No,Full-Time,6,69c884602d55e3290840f3b8
181.234.151.129,952,3/28/26 19:44,R_3Kh5gs1YF4yfL1L,3.4385,-76.523,EN,95,92,t3,"I pledge to report the exact number of heads I observed, to avoid cheating or shirking, and to complete this task with honesty and full effort.",243.162,3,74.819,2,5,6,75,92,"There are no circumstances when misreporting is tolerable. We are living in times where people cheat or take the easy road to do things, and that's not a good example for the next generation , we need to live in a high trust society not the other way.",76,0,10,0,40,2,R_3Kh5gs1YF4yfL1L,694adb4acad2eff72bbac534,2026-03-28T18:22:47.561000Z,355,192,29,Female,Asian,China,United States,United States,Mandarin,No,Part-Time,6,69c881e7dd1cb6418c172299
103.37.201.189,902,3/28/26 19:39,R_11LO5bIFvSAdc7D,29.8637,77.8835,EN,91,80,t3,I here by taking a oath that I will be true to myself and for the authority/Institute/organisation for whom I am performing the task. I am taking the oath of my god to be honest at my best and will not do any kind of miss practice.,310.283,14,76.199,2,5,6,30,40,"I think, in any circumstances the misreporting cannot be justifiable. Its about the honesty that shows how serious a person you are in your life. In my case If I would be not able to do the job, I will quiet because this is not about the threat of life. My final answer not in any case.",70,10,5,0,0,2,R_11LO5bIFvSAdc7D,697caea4641fb84f89fd2cd9,2026-03-28T19:22:30.501000Z,289,7,23,Male,Mixed,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking),7,69c8261fbde3745e7f09df88
173.188.143.30,1091,3/28/26 13:21,R_3RyiBMfofamcPe3,34.1149,-83.5754,EN,5,20,t3,"This seems like an interesting task, and I'm genuinely curious as to the outcome. Therefore, I pledge to perform the task honestly and as described.",193.978,11,76.602,1,5,5,5,15,"I don't feel misreporting is justifiable under any circumstance. Participants are being paid to perform a task, and should either do it honestly, or not do it at all.",25,0,5,0,5,2,R_3RyiBMfofamcPe3,5f60b631a88d88000b674bf4,2026-03-28T19:25:21.184000Z,1256,21,42,Male,Mixed,Colombia,Colombia,Colombia,Spanish,No,Full-Time,6,69c88046a467951eebaff814
85.221.128.181,835,3/28/26 13:20,R_2PhhLxwjXySJqgF,52.3948,16.9046,EN,60,60,t3,"I will record each toss faithfully and report the true head count, ensuring fair, sequential draws and timely, transparent documentation. I will document every flip accurately, report the actual results, and confirm fair, orderly draws with prompt, verifiable records.",343.7,1,77.56,1,5,5,15,25,I think it happens when someone is lazy and doesn't want to do the task. Either there is no coin nearby or he is not creative enough to organize it even from a piece of paper or an online website with throwing coin function. It is easy task.,60,0,10,24,10,2,R_2PhhLxwjXySJqgF,5c11202b0c2bfd0001864f47,2026-03-28T19:25:50.612000Z,1226,85,25,Male,Other,Egypt,Egypt,Egypt,Arabic,No,Full-Time,6,69c87f662ffda08434348c7c
172.127.181.5,1063,3/28/26 19:39,R_3dTJJblAIcGKToR,29.6285,-98.437,EN,90,30,t3,I vow to perform the task of flipping a coin and recording the results 10 times accurately and honestly for the researchers.,496.088,6,77.931,1,5,5,61,40,If someone forgot what the count was while doing the flipping. Some people have adhd or possible memory issues.,10,5,10,0,0,1,R_3dTJJblAIcGKToR,69c0076e99dfebce7dff5741,2026-03-29T01:51:30.255000Z,941,4,34,Female,Black,United States,United States,United States,English,No,Full-Time,7,69c826018411b6b357890547
90.240.168.89,543,3/28/26 13:17,R_2EALE3odtkQL3KV,53.4821,-2.5103,EN,75,60,t3,"I solemnly swear to flip a physical coin exactly as required by this study, to report my results truthfully, and to refrain from any misrepresentation or evasion",241.524,1,78.15,1,5,4,5,3,"I can't see any reason for misreporting the number of heads flipped, as it has no bearing on the outcome of the study",45,15,5,15,3,2,R_2EALE3odtkQL3KV,62989d142aedce04d304cabf,2026-03-28T20:08:47.046000Z,802,353,60,Female,Black,United States,United States,United States,English,No,Full-Time,6,69c87e6d8091c27c9c6bb7ab
172.59.26.102,943,3/28/26 19:45,R_3COP26hvwTIOnmY,41.452,-81.6146,EN,69,66,t3,"I will report the true outcome of every coin toss and remain truthful and accurate, regardless of any incentives or pressure to misreport the results.",425.091,15,79.383,1,5,5,5,15,Never you'd have to be a psycho,49,2,2,5,0,2,R_3COP26hvwTIOnmY,63d02c1f6a00a2ad12d30a83,2026-03-28T23:42:52.404000Z,678,261,79,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",7,69c8264dae0cceebfa42ee44
184.147.136.40,663,3/28/26 19:34,R_3Y5OY77iibCbbvn,43.6567,-79.34,EN,100,100,t3,"I will flip the coin, count heads, and report the precise observed total honestly, with no deception or tampering.",84.983,2,79.456,1,5,5,5,10,It would not be justifiable because the task is to flip the coin physically so that the results can be accurate,90,0,0,0,0,2,R_3Y5OY77iibCbbvn,652d3d3c8e375878e83f43f3,2026-03-29T01:42:50.509000Z,1176,52,21,Female,Asian,Canada,Canada,Canada,Bengali,Yes,Unemployed (and job seeking),6,69c8801ca8a05308d1493c60
189.6.236.60,1736,3/28/26 19:50,R_5h0mHgjZCeQKANt,-30.0273,-51.2353,EN,100,75,t3,"I will follow the task description honestly: I will flip a coin ten times, and record the counts of heads and tails. The noting will be accurate and precise.",496.635,13,80.039,3,5,6,50,50,"Under no circumstances would misreporting be justifiable. This would affect the study and lead to incorrect conclusions, making the study less useful for the researcher. However, knowing how humans behave, it is very likely that some people would inflate the heads count in order to receive a larger bonus.",10,2,2,1,1,2,R_5h0mHgjZCeQKANt,6983c2d47a63e6f7d0b29357,2026-03-28T20:40:39.952000Z,237,202,37,Male,White,United States,United States,United States,English,No,Full-Time,3,69c82bde20980d9c3d6b45c1
73.198.194.7,520,3/28/26 19:30,R_5K2PvMlbepY3sid,39.4826,-75.0027,EN,80,70,t3,"I pledge to report my true count of heads from ten flips, to resist any tampering or misreporting, and to seek assistance if I doubt my results, recognizing honesty underpins trust in this study.",114.969,7,80.958,10,5,5,20,20,I’m not sure under what circumstances would misreporting the count total be justifiable. This seems like a pretty straight forward study and hopefully everyone involved has the integrity to be honest about it because it’s not a huge amount of money to be dishonest about… hopefully.,30,0,5,5,0,2,R_5K2PvMlbepY3sid,6983842bdb72ee335a21b307,2026-03-28T23:42:52.686000Z,560,75,45,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",3,69c8477f6524ebdd6f56ee7d
102.187.250.130,502,3/28/26 19:48,R_8eksI81pLcW2tL9,30.0507,31.2489,EN,100,96,t3,"I believe that honesty is the most important value in tasks like this, even when no one is watching. I commit to reporting my results truthfully without exaggeration or manipulation, because integrity reflects who I am as a person. Fairness should always come before personal gain, and I respect the purpose of this task and the trust given to me.",141.185,15,82.989,1,5,6,10,19,"Personally, I wouldn't justify lying or deception just to succeed or gain something, because it's wrong and completely unethical. It's better to work honestly, and in return, we'll get good value, even if we lose. The important thing is not to lie.",40,3,1,1,0,2,R_8eksI81pLcW2tL9,696b57a41bdd8798c09b3aa,2026-03-28T20:08:49.417000Z,549,104,25,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking),3,69c82592bac8d733243be078
41.232.63.130,1717,3/28/26 13:33,R_8RfFyq3LEPMTI1Q,29.3082,30.8446,EN,90,80,t3,"I am cautiously open to AI, using it where it adds clarity while verifying outputs myself; I trust AI for structure, not for final decisions.",253.699,14,83.043,5,5,5,20,30,"Some researchers may justify misreporting data because of financial pressures and or high need for the maximum bonus form their work from an academic point of view, however there is never an acceptable reason to misreport data as doing so compromises the integrity of the entire study its goals and future research The completion of authentic studies enables scientific advancement as well as maintains integrity.",90,0,0,0,0,2,R_8RfFyq3LEPMTI1Q,6989c173dcc8ede9465caec2,2026-03-29T01:51:36.284000Z,851,208,42,Female,White,United States,United States,United States,English,No,Full-Time,7,69c8262acd0d2083e5fbd1c3
47.199.127.109,323,3/28/26 13:52,R_5pQN5xgEcMF62xZ,28.0206,-82.4574,EN,55,15,t3,I pledge to report all coin-flip results honestly and accurately.,84.587,4,83.86,2,5,6,10,5,"Its not justifiable, this is a very small task to be dishonest about and would be very strange.",20,0,1,0,0,2,R_5pQN5xgEcMF62xZ,699af2f104a79ee189faf529,2026-03-28T19:25:15.367000Z,676,39,46,Male,Black,United States,United States,United States,English,No,Full-Time,3,69c830bfaa38c988e3ad6098
105.164.117.89,1259,3/28/26 19:43,R_8KiSvnbq1QSmxeV,-1.2841,36.8155,EN,81,70,t3,"I will report my results truthfully and without exaggeration, recognizing that honest participation is essential to the study’s integrity and that accuracy supports meaningful, reliable research.",497.549,7,85.6,1,5,6,30,15,"Although it's rare, protecting someone's safety or privacy may make one feel justified when misreporting. However, in a study such as this, honesty is crucial since the results depend on accurate answers and misreporting may make the findings unreliable.",81,0,20,10,40,2,R_8KiSvnbq1QSmxeV,693a5ba3f82f6aa78f409902,2026-03-29T02:16:34.568000Z,553,143,35,Female,White,United States,United States,United States,English,No,Full-Time,6,69c87f188995eb4c891bfee7
80.3.12.101,420,3/29/26 06:47,R_8y96gukwryuawKN,51.1003,-1.8785,EN,30,20,t3,"I commit to honest reporting of the results of my 10 flips, recognizing that deception harms the study and its participants.",120.142,5,85.601,7,5,5,40,35,"I think the only circumstances in which misreporting could be justifiable was if someone's coin-flipping technique was so poor and inconsistent so as to create an unfair test. In these circumstances, I could understand someone's desire to correct their results to the perceived norm.",25,5,10,0,1,2,R_8y96gukwryuawKN,612108d49e16751c4b4c54fa,2026-03-28T19:25:23.823000Z,1079,70,36,Female,White,Poland,Poland,Poland,Polish,No,Full-Time,7,69c82b113e54e9decb89772d
172.59.190.42,626,3/28/26 13:18,R_3S3kq89TOnhKimu,41.8835,-87.6305,EN,100,79,t3,I vow to flip ten times and report the exact outcome of heads and tails honestly.,213.583,10,86.266,3,5,10,70,76,I don't really see a situation where it is justifiable to falsely report the outcome of the experiment. The statement was clear on what was required and the user gave an oath.,43,0,5,0,0,2,R_3S3kq89TOnhKimu,69c0d846ced7a1bef158b97a,2026-03-28T19:26:20.141000Z,228,11,21,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),6,69c881de9b1c9c14575a3277
69.117.158.70,1040,3/28/26 19:39,R_5HpiwPUFJDpzxLr,40.6862,-73.4573,EN,70,60,t3,I will be truthful with my report of 10 coin flips reguarding heads and will not dodge the task.,355.337,2,86.529,1,5,6,10,10,The one circumstance I can think of is that the person could not find a quarter or coin. The other circumstance is that the person found it boring and skipped it.,30,5,15,0,0,2,R_5HpiwPUFJDpzxLr,695fcaf23ab6c0d08a473a72,2026-03-29T02:04:05.974000Z,414,384,25,Female,White,United States,United States,United States,English,No,Full-Time,7,69c825fdbd3d4f385d882e28
102.41.2.105,1396,3/28/26 19:45,R_8kgNn7xMLt8tORX,30.0046,31.2044,EN,75,60,t3,"As a participant in this study, I pledge to report my results honestly and to refrain from misreporting or shirking.",257.462,19,87.984,1,5,5,5,3,"I believe that misreporting is generally unjustifiable. Distorting results undermines the collective effort for all participants, compromises the objective, and severely damages the trust that is essential for effective collaboration.",82,0,0,0,0,2,R_8kgNn7xMLt8tORX,69a1a0ea10a7df83e3887c25,2026-03-29T02:16:30.274000Z,552,8,19,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Unemployed (and job seeking),6,69c881f7d668dd6f4105d80c
45.150.229.83,772,3/29/26 02:58,R_8JJ0V4hYLJLaOC8,51.8936,0.9154,EN,80,80,t3,"I commit to honesty and to flipping the coin ten times. Dishonesty would distort the data, mislead the research, and be unfair to the researchers. Two alternatives (each under 40 words): I will report the true total of ten coin flips; misreporting harms data integrity and unfairly burdens the researchers. I pledge honesty: I will flip ten times and report the actual number of heads, for accurate data and fair treatment of the researcher",286.063,2,91.015,1,5,5,10,10,"I do not think that misreporting would be justified under any circumstances. If you agree to do a study you should do exactly what the researcher asks of you, otherwise you should not take the study. It is unfair on researchers if people do not complete studies as requested and to their best of their ability. Therefore, I do not think there are any circumstances when not flipping the coin would be justified.",30,0,5,15,10,2,R_8JJ0V4hYLJLaOC8,5a78a1ae527fd00001464a41,2026-03-28T19:26:49.236000Z,1204,118,48,Female,White,Ukraine,Italy,Ukraine,Ukrainian,No,Part-Time,6,69c87f3e5f170de10f882b10
81.220.210.24,1007,3/28/26 13:21,R_8L4M1TCjTkk4z7G,49.6584,3.302,FR,40,40,t3,"I will perform this task honestly, follow all instructions, and answer truthfully. I will not attempt to mislead or distort results, and I will respect the study's purpose and integrity.",222.388,15,91.726,2,5,6,30,10,"Misreporting might be justifiable only in a rare situation where telling the truth would immediately put someone in serious danger or cause clear harm. In ordinary tasks, however, honesty matters because false answers weaken trust, distort results, and unfairly affect everyone involved in the study.",40,0,20,15,0,2,R_8L4M1TCjTkk4z7G,6938a4206fb64798d4aeb7c9,2026-03-28T19:29:56.370000Z,1088,97,38,Female,Black,Canada,Canada,Canada,English,No,Full-Time,6,69c886c751165028fdd5d27b
197.99.134.83,986,3/28/26 13:21,R_8w76bEJYkcYvHTY,-26.2309,28.0583,EN,52,52,t3,"I will report the exact number of heads from my ten flips, honestly, without deception or shirking this task, always.",219.806,7,92.354,16,5,5,42,43,"honestly there is no circumstance that can justify one not being truthful, especially because we are being copansated. i wouldnt expect anyone to try and get free money without completing the coins",81,18,50,2,1,2,R_8w76bEJYkcYvHTY,60f2fe8ceffcd871de32fb18,2026-03-28T20:07:58.278000Z,1202,78,20,Male,Other,Egypt,Egypt,Egypt,Arabic,Yes,Unemployed (and job seeking),6,69c87e82a6cd22d04b684dd8
95.49.236.50,1205,3/28/26 19:41,R_2MM5eAsoABnCbyM,54.4112,18.6068,EN,18,28,t3,"I will report my true number of heads from the 10 coin flips, and I will refrain from misreporting or cheating, recognizing that honesty is essential for fairness and the integrity of this study.",89.051,2,92.717,5,5,6,8,4,Maybe if they really needed money for something important to them in that moment and for that reason wanted to get a bigger bonus. I can't really see a different purpose for lying in this situation other than that. I don't think it would be justifiable if it's for another reason,23,6,18,38,10,2,R_2MM5eAsoABnCbyM,696b7bf81f46b3f7e7754087,2026-03-28T19:32:05.135000Z,1636,13,37,Male,White,Romania,Romania,Romania,Romanian,No,Full-Time,7,69c82691fc0d1e9b08553885
24.7.129.211,1240,3/28/26 17:33,R_1hust1rc8doGKfb,36.7943,-119.8856,EN,62,39,t3,I hereby vow that I will manually flip the acquired coin ten times. I will meticulously record every outcome in a personal log.,297.453,7,93.384,3,5,5,76,76,I honestly don't judge people based on just-ability. This for me is a personal morality question. I believe in karma. I also believe in cause & effect. There are no 'freebies' or justifiable wrong doings in the universe. You eventually get what you give energetically every time.,81,0,0,0,20,2,R_1hust1rc8doGKfb,68abs6bacc244adc342642dc,2026-03-29T01:41:17.619000Z,323,0,18,Female,Mixed,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",7,69c826693a5bc75636365a3f
90.174.183.31,831,3/28/26 19:36,R_89YeDZnwh8KWsV3,39.4296,-0.4676,ES-ES,90,80,t3,I will report my results honestly and truthfully. I understand that accuracy is important and I will not change my answers for personal benefit,151.68,1,93.812,1,5,7,70,80,"I don't think there are any circumstances where misreporting is truly justifiable, because providing false information goes against fairness and honestly. Some participants might be temped to lie if they get few heads in order to earn more money, but that does not make it acceptable",20,0,10,0,20,2,R_89YeDZnwh8KWsV3,69925badd1f3a417438cfd29,2026-03-29T01:30:26.319000Z,362,189,31,Male,White,United States,United States,United States,English,No,Full-Time,6,69c87ebde703cb53edb3d777
2.99.59.32,1146,3/28/26 20:21,R_8O7k9Uix3BOq5Rb,52.4974,-1.9683,EN,81,92,t3,"I will honestly report the count of heads from my ten flips, and I will not misreport, skip, or distort results for pay.",303.517,7,94.353,2,5,5,5,5,I cannot see or think of any circumstances whereby misreporting could be justifiable. The task is a simple task which is not complicated and the survey recompense is small so what is there to gain,10,2,20,0,0,2,R_8O7k9Uix3BOq5Rb,5bad656fb4bc6e0001c1709e,2026-03-29T01:51:15.198000Z,1367,3,20,Male,Mixed,Sweden,Chile,Sweden,Spanish,Yes,Unemployed (and job seeking),7,69c825ffa9682f755774532f
90.249.123.120,576,3/29/26 02:50,R_8JVlE8fthk1TmAk,52.4214,-1.5674,EN,67,42,t3,"I faithfully report the actual number of heads I observed in my 10 coin flips, and will not misreport, exaggerate, or shirk; I understand honesty minimizes harm and aligns with fair participation and scientific integrity.",31.804,2,96.022,2,5,4,58,68,It isn't justifiable. If you don't have a coin to hand you can be creative and find something.,16,58,2,0,0,2,R_8JVlE8fthk1TmAk,5d421d6e6247ef001900bdf9,2026-03-29T03:02:35.616000Z,856,300,23,Male,White,Egypt,Egypt,Egypt,Arabic,No,Part-Time,7,69c827263e1be08d9e3335e6
86.122.89.76,957,3/28/26 13:24,R_8OGIyDTxqvqndRd,45.6524,25.6109,EN,90,80,t3,"I pledge to report honestly the number of heads from ten coin flips, to resist incentives to misreport, and to uphold truth even when no one else can verify my results.",154.245,4,96.674,13,5,5,30,30,"In my opinion , i don't see misreporting justifiable, it is a simple task with not so much work and not worth it to try and deceive something that's meant for a survey just to get a little bit of more cash and some people might feel disgusted at themselves for doing it",70,0,0,0,0,2,R_8OGIyDTxqvqndRd,6989da5e4258788f97cc5d7b,2026-03-28T21:24:34.646000Z,356,44,20,Female,White,United States,United States,United States,English,Yes,Part-Time,6,69c8814319e77821933665b4
84.69.77.171,1146,3/29/26 01:18,R_2pmVgwXjRAX3Nu5,52.7168,-1.0565,EN,90,80,t3,I will flip a real coin and report the actual results for each turn. I will not fabricate or misreport whether I get heads or tails.,381.034,9,98.819,1,5,5,30,30,If the study said each time the outcome was heads 10 cents was given to charity or other good cause this would make misreporting more justifiable. This is because the participant is not directly benefitting from claiming a false result.,10,0,10,0,0,2,R_2pmVgwXjRAX3Nu5,663f7196a07afa04b277db38,2026-03-29T02:30:41.519000Z,705,26,22,Female,White,United States,United States,United States,English,Yes,Part-Time,3,69c82972168bdf6273d63b73
52.56.62.154,918,3/29/26 03:00,R_8nqJJPfK95qwh6D,51.5164,-0.093,EN,9,0,t3,I pledge to conduct this coin-flipping task truthfully and with integrity and to follow all rules that will be explained to me.,400.099,8,99.514,1,5,5,3,10,"There are no circumstances where misreporting is justifiable. The point of tasks like these is to gain honest responses from the participants, so if people do not tell the truth, it invalidates their response. The only thing slightly acceptable is if they added up the number of heads incorrectly by accident.",19,0,30,0,14,2,R_8nqJJPfK95qwh6D,5de545fec638d44cdab1a25b,2026-03-29T01:30:28.961000Z,242,14,28,Male,White,Egypt,Egypt,Egypt,Arabic,No,Full-Time,6,69c87ef11dab54f60855386e
41.37.254.127,1692,3/28/26 13:32,R_8JVIcDHblTyb5Ul,27.1874,31.1954,EN,80,75,t3,"How can I help with your composition? Here’s a concise honesty statement you can use: I pledge to report the exact number of heads from my ten flips, honestly and to the best of my ability, and to refrain from misreporting or shirking, recognizing the ethical importance of truthful data in this study.",434.833,15,101.238,2,5,6,30,15,I believe that misreporting could only be justifiable in very extreme circumstances such as when a person's life or safety is in immediate danger In the context of academic research however there is generally no valid excuse for lying about results honesty is crucial for maintaining the credibility of scientific findings and data.,40,0,0,2,0,2,R_8JVIcDHblTyb5Ul,697b61de9f11576e6f6c1111,2026-03-28T23:42:56.480000Z,1035,23,43,Male,White,United States,United States,United States,English,No,Part-Time,3,69c82ac3b15bd43684684dbd
73.36.159.184,373,3/28/26 13:15,R_71ogYaQzo1SyER1,41.9928,-87.8054,EN,81,51,t3,"I will report the exact number of heads I observed in my 10 flips, truthfully and without shirking or inflating results, understanding that honesty is essential for fair compensation and the integrity of the study.",66.534,33,105.838,12,5,6,9,30,Under no circumstances should there be misreporting. It it not justifiable for any reason.,29,0,0,0,0,2,R_71ogYaQzo1SyER1,5f285dc5b09b3715fa20a14c,2026-03-28T20:08:47.632000Z,895,483,42,Male,Asian,Thailand,United States,Thailand,Thai,No,Unemployed (and job seeking),6,69c87f7e23c9f1f21043e7d4
81.101.160.13,485,3/28/26 20:54,R_8P78IVULJv2ukDI,51.2796,-0.8337,EN,60,40,t3,"I report the number of heads I observed in 10 flips honestly and to the best of my ability; I will not misreport or shirk; I understand incentives may tempt me, and I commit to transparency.",97.358,3,110.749,1,5,10,80,100,"I don't think it would be justifiable at all to misreport. It is an honesty task so the expectation is there to report honestly the number of heads. One could say that maybe being in poverty makes people financially motivated, so in that case they might have a hardship reason to find ways to boost their income by misrepresenting for the bonus,",90,20,0,60,0,1,R_8P78IVULJv2ukDI,5e8f8ebc09b58f28c329da6f,2026-03-28T20:07:59.319000Z,1186,241,20,Male,White,United States,United States,United States,English,Yes,Part-Time,6,69c87ebe016ff09e888f4758
76.97.218.164,791,3/28/26 17:09,R_1gGfMu4CWQpTCXi,34.0034,-84.4605,EN,30,50,t3,I hereby make claim to being honest and forthright for this project. I promise that all written statements will be my own thoughts.,382.363,3,112.598,1,5,5,72,26,I think that having a cliché in the system could be one and also that someone did not read the instructions carefully and was really taking a guess.,35,0,0,0,0,2,R_1gGfMu4CWQpTCXi,656fc7d36afa7a7199fe7c75,2026-03-28T23:42:57.328000Z,473,58,23,Male,White,United States,United States,United States,English,No,Part-Time,7,69c82611cefea4cbb687d92c
50.90.240.52,758,3/28/26 14:54,R_1dtblZpmKREAxeo,39.7932,-86.2132,EN,91,80,t3,"I will, with utmost honesty, report the number of total heads that I flip during the ten flips, and will not engage in exaggeration or alter what results I come up with in order to affect my payment.",239.801,7,112.9,1,5,7,20,50,"Maybe if you didn't have a coin nearby or you didn't have arms or maybe if you had arthritis. It could also possibly be justifiable if you didn't know how to flip a coin like me, but I still attempted to anyway.",60,10,15,5,10,2,R_1dtblZpmKREAxeo,69bc3056f128c09be8b4a373,2026-03-28T19:25:06.246000Z,789,22,22,Female,Asian,Vietnam,United States,United States,English,Yes,Part-Time,6,69c87f3f731f22cd978e13e5
